ZINC_ID,Binding Affinity (kcal/mol)
ZINC000000601291,-7.5
ZINC000000601291,-7.4
ZINC000000601291,-7.2
ZINC000000601293,
ZINC000000601293,-8.9
ZINC000000601293,-8.7
ZINC000000601293,-8.8
ZINC000000601293,-8.9
ZINC000000601293,-9.0
ZINC000000601293,-9.2
ZINC000000601293,-9.0
ZINC000000601293,-8.9
ZINC000000601301,-9.1
ZINC000000601301,-8.9
ZINC000000601301,-9.0
ZINC000000601301,-8.5
ZINC000000601301,-9.1
ZINC000000601301,-9.2
ZINC000000601305,-8.6
ZINC000000601305,-8.6
ZINC000000601305,-8.5
ZINC000000601305,-8.6
ZINC000000601305,-8.1
ZINC000000601305,-8.6
ZINC000000601305,-8.5
ZINC000000601316,-8.1
ZINC000000601316,-8.2
ZINC000000601316,-7.9
ZINC000000601316,-8.0
ZINC000000601316,-8.2
ZINC000000601317,-8.8
ZINC000000601317,-9.1
ZINC000000601317,-8.9
ZINC000000601317,-8.8
ZINC000000601317,-8.7
ZINC000000601317,-8.5
ZINC000000601317,-8.3
ZINC000000601317,-9.1
ZINC000000601317,-7.9
ZINC000000601317,-9.0
ZINC000000601317,-9.0
ZINC000000601317,-8.4
ZINC000000601317,-9.2
ZINC000000601317,-8.6
ZINC000000601317,-8.4
ZINC000000602128,-8.1
ZINC000000602128,-8.1
ZINC000000602128,-7.6
ZINC000000602128,-7.9
ZINC000000602128,-8.7
ZINC000000602128,-7.6
ZINC000000602128,-8.5
ZINC000000602128,-8.8
ZINC000000602128,
ZINC000000602128,-8.1
ZINC000000602128,-8.1
ZINC000000602128,-7.6
ZINC000000602128,-7.5
ZINC000000602128,-8.0
ZINC000000602128,-8.8
ZINC000000602128,-8.2
ZINC000000602632,-8.6
ZINC000000602632,-9.4
ZINC000000602632,-8.6
ZINC000000602632,-8.2
ZINC000000602632,-8.2
ZINC000000602632,-8.3
ZINC000000606383,-8.9
ZINC000000606383,-8.0
ZINC000000606383,-8.9
ZINC000000606383,-8.2
ZINC000000606383,-8.8
ZINC000000606383,-8.7
ZINC000000606383,-8.4
ZINC000000606383,-8.2
ZINC000000606383,-8.4
ZINC000000606383,-8.5
ZINC000000606383,-8.3
ZINC000000606383,-8.7
ZINC000000607790,-6.8
ZINC000000607790,-7.5
ZINC000000607849,-8.8
ZINC000000607849,-9.1
ZINC000000607849,-9.3
ZINC000000607849,-8.6
ZINC000000607849,-8.8
ZINC000000607849,-9.1
ZINC000000607849,-9.5
ZINC000000607849,-9.1
ZINC000000607849,-9.2
ZINC000000607849,-8.6
ZINC000000607849,-8.7
ZINC000000607849,-8.8
ZINC000000607849,-9.3
ZINC000000607849,-8.6
ZINC000000607872,-8.7
ZINC000000607872,-9.0
ZINC000000607872,-9.3
ZINC000000607872,-9.2
ZINC000000607872,-8.0
ZINC000000607872,-9.1
ZINC000000607872,-9.1
ZINC000000607872,-9.3
ZINC000000607872,-9.4
ZINC000000607872,-9.2
ZINC000000607872,-9.1
ZINC000000607872,-9.2
ZINC000000607872,
ZINC000000607872,-9.1
ZINC000000607872,-9.2
ZINC000000607872,-8.0
ZINC000000607872,-9.1
ZINC000000607872,-8.2
ZINC000000607872,-9.4
ZINC000000607900,-8.6
ZINC000000607900,-8.5
ZINC000000607900,-8.6
ZINC000000607900,-8.1
ZINC000000607900,-8.7
ZINC000000607900,-8.6
ZINC000000607900,-8.5
ZINC000000607900,-8.1
ZINC000000607900,-8.6
ZINC000000607900,-8.7
ZINC000000607900,-8.8
ZINC000000607900,-8.2
ZINC000000607900,-7.9
ZINC000000607900,-8.5
ZINC000000607934,-7.7
ZINC000000607934,-7.5
ZINC000000607934,-7.4
ZINC000000607934,-7.4
ZINC000000607934,-7.4
ZINC000000607934,-7.5
ZINC000000607934,-7.5
ZINC000000607934,-7.5
ZINC000000607934,-7.7
ZINC000000607934,-7.5
ZINC000000607939,-7.1
ZINC000000607939,-7.2
ZINC000000607939,-7.4
ZINC000000607939,
ZINC000000607939,
ZINC000000607939,-7.4
ZINC000000607971,-8.3
ZINC000000607971,-7.8
ZINC000000607971,-8.5
ZINC000000607971,-8.6
ZINC000000607971,-7.8
ZINC000000607971,-7.8
ZINC000000607971,-7.8
ZINC000000607971,-8.5
ZINC000000607971,-7.7
ZINC000000607971,-8.6
ZINC000000607971,-7.8
ZINC000000607971,-8.6
ZINC000000607986,-10.5
ZINC000000607986,-10.5
ZINC000000607986,-10.5
ZINC000000607986,-10.5
ZINC000000607986,-10.5
ZINC000000607986,-9.7
ZINC000000607986,-10.5
ZINC000000607986,-10.5
ZINC000000607986,-9.7
ZINC000000607986,-9.6
ZINC000000607986,-10.0
ZINC000000607986,-10.5
ZINC000000607986,-10.2
ZINC000000607986,-10.5
ZINC000000607986,-10.5
ZINC000000607986,-10.3
ZINC000000607986,-10.4
ZINC000000608101,-7.7
ZINC000000608101,-7.1
ZINC000000608101,-7.1
ZINC000000608101,-7.1
ZINC000000608101,-7.8
ZINC000000608101,-7.8
ZINC000000608101,-7.8
ZINC000000608101,-7.1
ZINC000000608101,-7.2
ZINC000000608101,-7.7
ZINC000000608101,-7.7
ZINC000000608101,-7.7
ZINC000000608101,-7.2
ZINC000000608101,-7.1
ZINC000000608106,-7.7
ZINC000000608106,-7.9
ZINC000000608106,-8.6
ZINC000000608106,-8.7
ZINC000000608117,-7.2
ZINC000000608117,-7.1
ZINC000000608117,-7.3
ZINC000000608117,-7.2
ZINC000000608117,-7.3
ZINC000000608117,-7.3
ZINC000000608117,-6.6
ZINC000000608117,-7.0
ZINC000000608172,-9.4
ZINC000000608172,-9.1
ZINC000000608172,-9.1
ZINC000000608172,-9.1
ZINC000000608172,-9.1
ZINC000000608172,-9.3
ZINC000000608172,-8.6
ZINC000000608172,-9.3
ZINC000000608179,-8.2
ZINC000000608179,-8.4
ZINC000000608179,-8.2
ZINC000000608179,-8.3
ZINC000000608179,-8.2
ZINC000000608179,-8.0
ZINC000000608179,-8.4
ZINC000000608179,-8.2
ZINC000000608179,-7.9
ZINC000000608179,-8.3
ZINC000000608179,-7.9
ZINC000000608220,-8.0
ZINC000000608220,-7.2
ZINC000000608220,-7.7
ZINC000000608220,-7.7
ZINC000000608220,-7.4
ZINC000000608220,-7.8
ZINC000000608266,-9.4
ZINC000000608266,-8.9
ZINC000000608266,-9.0
ZINC000000608266,-9.2
ZINC000000608266,-9.3
ZINC000000608266,-9.3
ZINC000000608266,-9.0
ZINC000000608266,-9.1
ZINC000000608266,-8.9
ZINC000000608266,-9.3
ZINC000000608266,-8.9
ZINC000000608266,-9.0
ZINC000000608266,-9.8
ZINC000000608266,-8.5
ZINC000000608266,-9.8
ZINC000000608266,-8.8
ZINC000000608266,-8.7
ZINC000000608266,-9.1
ZINC000000608266,-9.1
ZINC000000608382,-9.1
ZINC000000608382,-9.1
ZINC000000608382,-9.9
ZINC000000608382,-9.1
ZINC000000608382,-9.6
ZINC000000608382,-9.9
ZINC000000608382,-9.2
ZINC000000608382,-9.4
ZINC000000608382,-10.0
ZINC000000608382,-9.1
ZINC000000608382,-9.2
ZINC000000608382,-10.0
ZINC000000621853,-6.3
ZINC000000621853,-7.4
ZINC000000621893,-7.1
ZINC000000621893,-6.9
ZINC000000621893,-6.8
ZINC000000621893,-7.2
ZINC000000621893,-7.3
ZINC000000621893,-6.7
ZINC000000621893,-6.8
ZINC000000621893,-7.5
ZINC000000622123,-7.0
ZINC000000622123,-7.0
